LID,VideoFile,Label,MLabeler,MLabelTime,ProjectID
5748,TI2_4__0004_vid__161__866__4312__500__474.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,42:09.4,TI2_4
5749,TI2_4__0004_vid__209__1161__5222__171__890.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,12:06.3,TI2_4
5750,TI2_4__0004_vid__214__1906__5310__138__742.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,38:30.5,TI2_4
5751,TI2_4__0004_vid__216__18050__5312__235__1015.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,36:33.4,TI2_4
5752,TI2_4__0004_vid__231__13407__5516__128__773.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,50:52.5,TI2_4
5753,TI2_4__0004_vid__236__1588__5540__504__365.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,27:23.0,TI2_4
5754,TI2_4__0004_vid__237__1216__5541__460__529.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,39:39.9,TI2_4
5755,TI2_4__0004_vid__240__161__5548__208__385.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,50:10.2,TI2_4
5756,TI2_4__0004_vid__244__132__5551__199__387.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,33:46.2,TI2_4
5757,TI2_4__0004_vid__252__1229__5625__108__556.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,41:21.1,TI2_4
5758,TI2_4__0004_vid__265__976__5847__201__332.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,40:29.8,TI2_4
5759,TI2_4__0004_vid__274__1632__5900__308__587.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,51:10.5,TI2_4
5760,TI2_4__0004_vid__277__6470__5957__199__455.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,48:14.2,TI2_4
5761,TI2_4__0004_vid__282__15902__6079__269__421.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,47:25.0,TI2_4
5762,TI2_4__0004_vid__285__9994__6114__421__410.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,15:16.9,TI2_4
5763,TI2_4__0004_vid__288__155__6223__354__311.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,47:04.8,TI2_4
5764,TI2_4__0004_vid__289__1732__6302__282__532.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,41:56.1,TI2_4
5765,TI2_4__0004_vid__292__11260__6326__358__278.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,16:46.3,TI2_4
5766,TI2_4__0004_vid__295__717__6352__351__191.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,38:58.6,TI2_4
5767,TI2_4__0004_vid__305__1777__6401__153__227.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,34:18.7,TI2_4
5768,TI2_4__0004_vid__310__6575__6455__354__332.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,53:16.7,TI2_4
5769,TI2_4__0004_vid__313__2860__6536__137__585.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,51:07.0,TI2_4
5770,TI2_4__0004_vid__329__9530__6663__285__1042.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,30:34.1,TI2_4
5771,TI2_4__0004_vid__330__9129__6663__282__1180.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,13:47.0,TI2_4
5772,TI2_4__0004_vid__338__16586__6767__329__167.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,14:04.9,TI2_4
5773,TI2_4__0004_vid__341__5464__6772__292__438.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,53:29.0,TI2_4
5774,TI2_4__0004_vid__346__11100__6814__407__332.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,19:17.3,TI2_4
5775,TI2_4__0004_vid__355__3090__6918__289__396.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,10:49.4,TI2_4
5776,TI2_4__0004_vid__357__8631__6975__122__988.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,47:29.3,TI2_4
5777,TI2_4__0004_vid__364__1713__6995__383__433.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,21:22.1,TI2_4
5778,TI2_4__0004_vid__370__637__7086__201__508.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,09:26.3,TI2_4
5779,TI2_4__0004_vid__373__2476__7132__352__261.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,23:48.5,TI2_4
5780,TI2_4__0004_vid__377__9040__7161__369__1113.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,34:55.3,TI2_4
5781,TI2_4__0004_vid__381__1276__7165__577__1165.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,08:45.0,TI2_4
5782,TI2_4__0004_vid__385__919__7169__474__1126.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,18:52.5,TI2_4
5783,TI2_4__0004_vid__390__13951__7176__270__485.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,39:28.2,TI2_4
5784,TI2_4__0004_vid__400__4564__7269__343__370.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,50:04.7,TI2_4
5785,TI2_4__0004_vid__404__141__7270__453__422.mp4,o,ipsec-172-16-69-48.vpn.gatech.edu,11:23.5,TI2_4
5786,TI2_4__0004_vid__410__17273__7312__407__130.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,26:41.6,TI2_4
5787,TI2_4__0004_vid__418__90__7342__109__1172.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,49:51.0,TI2_4
5788,TI2_4__0004_vid__439__884__7795__205__322.mp4,c,ipsec-172-16-69-48.vpn.gatech.edu,56:33.2,TI2_4
5789,TI2_4__0004_vid__442__776__7798__330__409.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,09:02.7,TI2_4
5790,TI2_4__0004_vid__443__1179__7799__412__529.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,44:45.7,TI2_4
5791,TI2_4__0004_vid__455__598__7981__248__390.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,47:16.0,TI2_4
5792,TI2_4__0004_vid__457__7340__7987__311__383.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,36:19.2,TI2_4
5793,TI2_4__0004_vid__460__2939__7989__455__432.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,37:25.1,TI2_4
5794,TI2_4__0004_vid__462__15953__8050__285__436.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,03:16.5,TI2_4
5795,TI2_4__0004_vid__464__1515__8091__461__307.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,41:21.8,TI2_4
5796,TI2_4__0004_vid__467__963__8255__218__339.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,03:05.8,TI2_4
5797,TI2_4__0004_vid__474__394__8710__808__527.mp4,x,ipsec-172-16-69-48.vpn.gatech.edu,50:29.3,TI2_4
5798,TI2_4__0004_vid__482__2214__8875__363__289.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,31:39.6,TI2_4
5799,TI2_4__0004_vid__485__1071__8879__225__366.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,20:14.8,TI2_4
5800,TI2_4__0004_vid__488__4259__8882__390__366.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,34:08.3,TI2_4
5801,TI2_4__0004_vid__489__3195__8882__525__445.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,46:06.8,TI2_4
5802,TI2_4__0004_vid__491__11631__8985__429__195.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,15:03.5,TI2_4
5803,TI2_4__0004_vid__493__3482__8990__389__418.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,51:32.6,TI2_4
5804,TI2_4__0004_vid__507__819__9071__425__462.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,23:55.4,TI2_4
5805,TI2_4__0004_vid__509__3060__9158__376__383.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,00:29.8,TI2_4
5806,TI2_4__0004_vid__512__10844__9298__474__348.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,13:57.3,TI2_4
5807,TI2_4__0004_vid__515__135__9299__523__328.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,37:37.0,TI2_4
5808,TI2_4__0004_vid__518__851__9481__298__395.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,15:55.6,TI2_4
5809,TI2_4__0004_vid__532__1213__9618__191__364.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,22:39.8,TI2_4
5810,TI2_4__0004_vid__541__560__9661__236__379.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,04:43.4,TI2_4
5811,TI2_4__0004_vid__550__1706__9687__306__367.mp4,c,ipsec-172-16-69-48.vpn.gatech.edu,11:59.0,TI2_4
5812,TI2_4__0004_vid__552__13297__9745__487__337.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,44:48.9,TI2_4
5813,TI2_4__0004_vid__554__10043__9995__249__541.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,18:32.1,TI2_4
5814,TI2_4__0004_vid__561__30371__10127__430__401.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,51:18.9,TI2_4
5815,TI2_4__0004_vid__566__864__10132__169__209.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,49:16.9,TI2_4
5816,TI2_4__0004_vid__568__2205__10475__363__332.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,41:51.5,TI2_4
5817,TI2_4__0004_vid__572__6087__10508__323__247.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,07:17.1,TI2_4
5818,TI2_4__0004_vid__573__7556__10509__163__101.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,30:52.6,TI2_4
5819,TI2_4__0004_vid__576__3838__10597__607__1027.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,30:44.2,TI2_4
5820,TI2_4__0004_vid__578__18879__10610__276__479.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,29:33.9,TI2_4
5821,TI2_4__0004_vid__587__4084__10692__439__676.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,18:10.6,TI2_4
5822,TI2_4__0004_vid__601__1458__10962__264__577.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,31:31.9,TI2_4
5823,TI2_4__0004_vid__607__4844__10981__356__408.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,01:15.7,TI2_4
5824,TI2_4__0004_vid__614__14676__11167__235__492.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,02:42.0,TI2_4
5825,TI2_4__0004_vid__615__533__11214__296__261.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,38:11.5,TI2_4
5826,TI2_4__0004_vid__623__7023__11442__325__375.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,43:29.8,TI2_4
5827,TI2_4__0004_vid__626__820__11549__155__368.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,51:25.9,TI2_4
5828,TI2_4__0004_vid__628__3215__11552__390__640.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,47:32.6,TI2_4
5829,TI2_4__0004_vid__631__4945__11749__380__387.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,49:25.2,TI2_4
5830,TI2_4__0004_vid__632__4137__11772__286__457.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,26:53.7,TI2_4
5831,TI2_4__0004_vid__639__6849__11898__394__433.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,49:38.3,TI2_4
5832,TI2_4__0004_vid__640__4852__11899__556__525.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,43:20.6,TI2_4
5833,TI2_4__0004_vid__655__2308__12363__623__548.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,38:13.2,TI2_4
5834,TI2_4__0004_vid__657__3670__12482__362__374.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,31:45.8,TI2_4
5835,TI2_4__0004_vid__658__782__12482__268__400.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,07:23.7,TI2_4
5836,TI2_4__0004_vid__664__1465__12623__269__680.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,39:47.4,TI2_4
5837,TI2_4__0004_vid__669__4955__12638__576__345.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,19:38.5,TI2_4
5838,TI2_4__0004_vid__670__6889__12642__255__431.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,38:51.2,TI2_4
5839,TI2_4__0004_vid__675__1329__12771__357__347.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,42:13.8,TI2_4
5840,TI2_4__0004_vid__678__5385__12806__406__304.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,07:11.2,TI2_4
5841,TI2_4__0004_vid__680__18799__12827__442__199.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,39:56.5,TI2_4
5842,TI2_4__0004_vid__689__19727__12835__263__480.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,47:00.0,TI2_4
5843,TI2_4__0004_vid__694__166__13485__422__468.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,55:42.7,TI2_4
5844,TI2_4__0004_vid__704__1975__13577__223__658.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,36:05.5,TI2_4
5845,TI2_4__0004_vid__710__807__13904__806__538.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,17:01.2,TI2_4
5846,TI2_4__0004_vid__723__4795__14323__344__338.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,09:39.4,TI2_4
5847,TI2_4__0004_vid__725__545__14324__345__470.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,07:33.7,TI2_4
5848,TI2_4__0004_vid__728__14549__14464__238__464.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,32:10.0,TI2_4
5849,TI2_4__0004_vid__730__3315__14463__271__666.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,45:09.5,TI2_4
5850,TI2_4__0004_vid__735__3046__14589__289__395.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,52:35.0,TI2_4
5851,TI2_4__0004_vid__743__3061__14785__298__428.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,33:39.8,TI2_4
5852,TI2_4__0004_vid__750__722__14975__124__483.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,46:12.3,TI2_4
5853,TI2_4__0004_vid__754__2790__15059__152__443.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,44:26.5,TI2_4
5854,TI2_4__0004_vid__760__1269__15196__167__628.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,17:46.4,TI2_4
5855,TI2_4__0004_vid__765__21533__15273__396__186.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,48:33.8,TI2_4
5856,TI2_4__0004_vid__773__675__15499__455__347.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,49:51.8,TI2_4
5857,TI2_4__0004_vid__782__11897__16228__396__411.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,41:16.7,TI2_4
5858,TI2_4__0004_vid__786__16216__16388__160__558.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,04:47.2,TI2_4
5859,TI2_4__0004_vid__787__7100__16402__328__340.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,08:30.4,TI2_4
5860,TI2_4__0004_vid__794__1561__17567__282__380.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,57:55.9,TI2_4
5861,TI2_4__0004_vid__858__1098__19417__519__650.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,52:24.5,TI2_4
5862,TI2_4__0004_vid__861__697__19418__488__570.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,36:25.4,TI2_4
5863,TI2_4__0004_vid__868__1554__19492__717__1177.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,46:31.3,TI2_4
5864,TI2_4__0004_vid__873__1877__19529__118__714.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,33:56.5,TI2_4
5865,TI2_4__0004_vid__901__739__20092__282__727.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,54:25.1,TI2_4
5866,TI2_4__0004_vid__909__2016__20236__310__364.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,22:54.8,TI2_4
5867,TI2_4__0004_vid__914__1444__20300__154__383.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,58:48.6,TI2_4
5868,TI2_4__0004_vid__922__18504__20464__105__1104.mp4,o,ipsec-172-16-69-48.vpn.gatech.edu,01:26.6,TI2_4
5869,TI2_4__0004_vid__930__3112__20476__441__474.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,22:13.4,TI2_4
5870,TI2_4__0004_vid__937__2752__20742__155__585.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,23:25.1,TI2_4
5871,TI2_4__0004_vid__939__648__20743__317__464.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,27:46.3,TI2_4
5872,TI2_4__0004_vid__952__944__21113__299__358.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,00:47.7,TI2_4
5873,TI2_4__0004_vid__965__2577__21266__541__1189.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,04:48.5,TI2_4
5874,TI2_4__0004_vid__966__2117__21267__544__1054.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,05:45.5,TI2_4
5875,TI2_4__0004_vid__977__5289__21319__225__471.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,44:19.2,TI2_4
5876,TI2_4__0004_vid__979__2958__21320__102__620.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,23:33.1,TI2_4
5877,TI2_4__0004_vid__984__7473__21435__390__288.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,22:50.5,TI2_4
5878,TI2_4__0004_vid__985__4293__21436__517__350.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,29:00.5,TI2_4
5879,TI2_4__0004_vid__994__3224__21791__332__330.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,52:11.4,TI2_4
5880,TI2_4__0004_vid__998__2830__22036__334__354.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,32:23.6,TI2_4
5881,TI2_4__0004_vid__1018__8116__22298__220__460.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,40:24.7,TI2_4
5882,TI2_4__0004_vid__1024__3279__22406__429__520.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,33:49.6,TI2_4
5883,TI2_4__0004_vid__1026__9761__22525__281__392.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,49:00.0,TI2_4
5884,TI2_4__0004_vid__1029__2832__22528__117__487.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,46:39.9,TI2_4
5885,TI2_4__0004_vid__1030__3515__22531__326__391.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,44:35.6,TI2_4
5886,TI2_4__0004_vid__1044__506__22638__277__398.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,24:24.2,TI2_4
5887,TI2_4__0004_vid__1046__1667__22640__541__572.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,51:12.7,TI2_4
5888,TI2_4__0004_vid__1050__138__22701__326__231.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,33:20.1,TI2_4
5889,TI2_4__0004_vid__1054__3650__22757__364__320.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,02:04.3,TI2_4
5890,TI2_4__0004_vid__1062__2433__22887__334__511.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,23:07.5,TI2_4
5891,TI2_4__0004_vid__1071__14972__23066__300__394.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,45:41.2,TI2_4
5892,TI2_4__0004_vid__1083__6319__23102__215__1023.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,49:49.6,TI2_4
5893,TI2_4__0004_vid__1085__1348__23107__187__357.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,31:27.0,TI2_4
5894,TI2_4__0004_vid__1087__3396__23109__365__533.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,54:00.9,TI2_4
5895,TI2_4__0004_vid__1089__5334__23142__341__314.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,40:16.9,TI2_4
5896,TI2_4__0004_vid__1096__3367__23184__247__405.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,40:37.8,TI2_4
5897,TI2_4__0004_vid__1102__586__23404__225__406.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,50:36.2,TI2_4
5898,TI2_4__0004_vid__1106__16845__23534__354__306.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,48:58.0,TI2_4
5899,TI2_4__0004_vid__1108__160__23533__227__408.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,25:01.4,TI2_4
5900,TI2_4__0004_vid__1121__3466__23722__520__230.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,34:11.0,TI2_4
5901,TI2_4__0004_vid__1122__3638__23742__459__109.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,52:30.6,TI2_4
5902,TI2_4__0004_vid__1135__15802__23783__428__292.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,02:53.6,TI2_4
5903,TI2_4__0004_vid__1161__4341__23924__219__508.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,46:52.0,TI2_4
5904,TI2_4__0004_vid__1170__1146__23931__134__1195.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,41:57.3,TI2_4
5905,TI2_4__0004_vid__1174__2508__23949__440__447.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,36:41.5,TI2_4
5906,TI2_4__0004_vid__1175__3832__23953__217__1036.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,53:33.4,TI2_4
5907,TI2_4__0004_vid__1176__2153__23953__187__1170.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,23:08.8,TI2_4
5908,TI2_4__0004_vid__1183__4244__23997__309__342.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,58:10.3,TI2_4
5909,TI2_4__0004_vid__1184__664__23994__209__372.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,59:35.4,TI2_4
5910,TI2_4__0004_vid__1185__2848__23998__391__421.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,40:06.5,TI2_4
5911,TI2_4__0004_vid__1187__6230__24005__346__436.mp4,b,zack-Lenovo-ideapad-Y700-15ISK,04:20.6,TI2_4
5912,TI2_4__0004_vid__1191__2148__24197__342__406.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,38:01.5,TI2_4
5913,TI2_4__0004_vid__1193__610__24262__737__130.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,27:39.8,TI2_4
5914,TI2_4__0004_vid__1203__1407__24367__314__148.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,36:52.5,TI2_4
5915,TI2_4__0004_vid__1217__6191__24566__360__416.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,08:17.0,TI2_4
5916,TI2_4__0004_vid__1221__2749__24656__366__329.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,29:07.4,TI2_4
5917,TI2_4__0004_vid__1225__1203__24800__366__199.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,09:56.3,TI2_4
5918,TI2_4__0004_vid__1231__3086__24822__158__1168.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,12:14.7,TI2_4
5919,TI2_4__0004_vid__1232__3305__24824__280__1116.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,52:12.8,TI2_4
5920,TI2_4__0004_vid__1250__6915__24898__469__1179.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,49:31.3,TI2_4
5921,TI2_4__0004_vid__1255__3970__24969__345__1191.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,38:42.4,TI2_4
5922,TI2_4__0004_vid__1256__2936__24967__119__1176.mp4,x,ipsec-172-16-69-48.vpn.gatech.edu,05:31.6,TI2_4
5923,TI2_4__0004_vid__1259__1722__24974__634__1021.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,37:44.7,TI2_4
5924,TI2_4__0004_vid__1264__1920__25038__272__340.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,49:22.9,TI2_4
5925,TI2_4__0004_vid__1271__2469__25303__611__219.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,33:11.2,TI2_4
5926,TI2_4__0004_vid__1273__2343__25356__117__632.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,13:49.8,TI2_4
5927,TI2_4__0004_vid__1289__3953__25692__187__664.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,04:14.6,TI2_4
5928,TI2_4__0004_vid__1292__2572__25729__101__506.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,17:19.9,TI2_4
5929,TI2_4__0004_vid__1320__3652__25941__385__349.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,50:06.6,TI2_4
5930,TI2_4__0004_vid__1335__1008__26241__320__1052.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,49:11.4,TI2_4
5931,TI2_4__0004_vid__1348__4975__26467__370__334.mp4,m,zack-Lenovo-ideapad-Y700-15ISK,55:32.2,TI2_4
5932,TI2_4__0004_vid__1353__1698__26537__277__382.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,15:29.0,TI2_4
5933,TI2_4__0004_vid__1355__1515__26537__418__371.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,41:09.9,TI2_4
5934,TI2_4__0004_vid__1357__3258__26543__394__351.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,04:11.9,TI2_4
5935,TI2_4__0004_vid__1369__860__26840__251__285.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,25:05.8,TI2_4
5936,TI2_4__0004_vid__1379__1472__26900__119__170.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,35:31.2,TI2_4
5937,TI2_4__0004_vid__1387__1924__27004__151__131.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,20:17.0,TI2_4
5938,TI2_4__0004_vid__1399__1345__27135__336__296.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,49:34.7,TI2_4
5939,TI2_4__0004_vid__1404__794__27161__611__382.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,39:43.3,TI2_4
5940,TI2_4__0004_vid__1409__521__27168__173__209.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,36:48.7,TI2_4
5941,TI2_4__0004_vid__1415__199__27261__345__239.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,27:06.3,TI2_4
5942,TI2_4__0004_vid__1420__843__27267__269__562.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,48:09.8,TI2_4
5943,TI2_4__0004_vid__1437__4522__27512__506__198.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,18:47.5,TI2_4
5944,TI2_4__0004_vid__1440__2127__27556__281__809.mp4,f,zack-Lenovo-ideapad-Y700-15ISK,50:42.3,TI2_4
5945,TI2_4__0004_vid__1442__1012__27557__314__905.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,14:56.5,TI2_4
5946,TI2_4__0004_vid__1448__1639__27744__320__1190.mp4,x,zack-Lenovo-ideapad-Y700-15ISK,09:03.8,TI2_4
5947,TI2_4__0004_vid__1462__598__28042__385__316.mp4,o,zack-Lenovo-ideapad-Y700-15ISK,31:52.4,TI2_4
5948,TI2_4__0004_vid__1463__2195__28042__484__296.mp4,p,zack-Lenovo-ideapad-Y700-15ISK,22:31.4,TI2_4
5949,TI2_4__0004_vid__1468__1074__28222__332__687.mp4,d,zack-Lenovo-ideapad-Y700-15ISK,20:04.1,TI2_4
5950,TI2_4__0004_vid__1469__1378__28224__274__283.mp4,c,zack-Lenovo-ideapad-Y700-15ISK,16:03.1,TI2_4
5951,TI2_4__0004_vid__1496__1845__28387__448__471.mp4,t,zack-Lenovo-ideapad-Y700-15ISK,29:15.9,TI2_4
